Date,Store_ID,Product_ID,Predicted_Quantity
2026-01-01,BST-003,PROD-005,13.937562304512358
2026-01-01,BST-003,PROD-006,11.274347866250448
2026-01-01,BST-003,PROD-007,11.430488795534833
2026-01-01,BST-003,PROD-008,9.077020885558333
2026-01-01,BST-003,PROD-009,10.319632629307623
2026-01-01,BST-003,PROD-010,3.226174640334364
2026-01-01,BST-003,PROD-011,4.060790449942897
2026-01-01,BST-003,PROD-012,5.8779753042445275
2026-01-01,BST-003,PROD-013,5.817579602099279
2026-01-01,BST-003,PROD-014,7.706025089719011
2026-01-01,BST-003,PROD-015,3.384214485537456
2026-01-01,BST-003,PROD-016,2.6437688807817548
2026-01-01,BST-003,PROD-017,1.0171150323673654
2026-01-01,BST-003,PROD-018,2.1415267370963855
2026-01-01,BST-003,PROD-019,41.2962121486939
2026-01-01,BST-003,PROD-020,52.08655034679506
2026-01-01,BST-003,PROD-021,36.07165972666618
2026-01-01,BST-003,PROD-022,13.021128529995874
2026-01-01,BST-003,PROD-023,11.32373602188047
2026-01-01,BST-003,PROD-024,8.757408793538515
2026-01-01,BST-003,PROD-025,5.642803592593452
2026-01-01,BST-003,PROD-026,4.509298108368823
2026-01-01,BST-003,PROD-027,3.9595548785131855
2026-01-01,BST-003,PROD-028,3.238639397099387
2026-01-01,BST-003,PROD-029,2.177189627799055
2026-01-01,BST-003,PROD-030,3.407655482060142
2026-01-01,BST-003,PROD-031,1.014608618207721
2026-01-01,BST-003,PROD-032,1.006014705633485
2026-01-01,BST-003,PROD-033,1.0052549356209808
2026-01-01,BST-003,PROD-034,1.0062275299411634
2026-01-01,BST-003,PROD-035,0.002486512938445973
2026-01-01,BST-004,PROD-001,31.255994728988266
2026-01-01,BST-004,PROD-002,37.96034490009354
2026-01-01,BST-004,PROD-003,21.408439631965045
2026-01-01,BST-004,PROD-004,11.01516041924279
2026-01-01,BST-004,PROD-005,13.38645960221872
2026-01-01,BST-004,PROD-006,12.334444125491128
2026-01-01,BST-004,PROD-007,10.953618788860878
2026-01-01,BST-004,PROD-008,8.415640660748231
2026-01-01,BST-004,PROD-009,10.100127049344602
2026-01-01,BST-004,PROD-010,3.6063567362762408
2026-01-01,BST-004,PROD-011,4.2561405557433
2026-01-01,BST-004,PROD-012,5.220772452989845
2026-01-01,BST-004,PROD-013,4.887530587241751
2026-01-01,BST-004,PROD-014,7.309587214336104
2026-01-01,BST-004,PROD-015,3.4843747555777034
2026-01-01,BST-004,PROD-016,2.625831668708075
2026-01-01,BST-004,PROD-017,1.0411342971150985
2026-01-01,BST-004,PROD-018,1.9444683959105458
2026-01-01,BST-004,PROD-019,37.84544366972206
2026-01-01,BST-004,PROD-020,45.544465108588795
2026-01-01,BST-004,PROD-021,33.85908907204291
2026-01-01,BST-004,PROD-022,12.135101577331044
2026-01-01,BST-004,PROD-023,10.602585430472553
2026-01-01,BST-004,PROD-024,8.79568645159804
2026-01-01,BST-004,PROD-025,5.236732601407392
2026-01-01,BST-004,PROD-026,4.763861300655534
2026-01-01,BST-004,PROD-027,3.566977522943403
2026-01-01,BST-004,PROD-028,3.4722720033636336
2026-01-01,BST-004,PROD-029,2.931524809463409
2026-01-01,BST-004,PROD-030,3.5808083258058088
2026-01-01,BST-004,PROD-031,1.0131217460959059
2026-01-01,BST-004,PROD-032,1.0053477405736098
2026-01-01,BST-004,PROD-033,1.004632002908433
2026-01-01,BST-004,PROD-034,1.0058449716215803
2026-01-01,BST-004,PROD-035,0.0025481258239539676
2026-01-01,BST-005,PROD-001,6.808223963328333
2026-01-01,BST-005,PROD-002,9.614187706569284
2026-01-01,BST-005,PROD-003,5.294041712338391
2026-01-01,BST-005,PROD-004,12.6810054840977
2026-01-01,BST-005,PROD-005,15.286644759690775
2026-01-01,BST-005,PROD-006,14.703762693826812
2026-01-01,BST-005,PROD-007,14.648645062028006
2026-01-01,BST-005,PROD-008,5.094417222216724
2026-01-01,BST-005,PROD-009,5.699921447202446
2026-01-01,BST-005,PROD-010,2.1298502235487904
2026-01-01,BST-005,PROD-011,2.271178520885498
2026-01-01,BST-005,PROD-012,3.165108991211503
2026-01-01,BST-005,PROD-013,9.380301177409025
2026-01-01,BST-005,PROD-014,13.385256415246069
2026-01-01,BST-005,PROD-015,6.501714973211281
2026-01-01,BST-005,PROD-016,1.4604130049287194
2026-01-01,BST-005,PROD-017,1.017442430834409
2026-01-01,BST-005,PROD-018,1.0209023400742747
2026-01-01,BST-005,PROD-019,11.466682957173582
2026-01-01,BST-005,PROD-020,13.221653664774987
2026-01-01,BST-005,PROD-021,9.480230371039454
2026-01-01,BST-005,PROD-022,6.76661950407713
2026-01-01,BST-005,PROD-023,6.420567993069438
2026-01-01,BST-005,PROD-024,5.054082589180001
2026-01-01,BST-005,PROD-025,3.165734559401882
2026-01-01,BST-005,PROD-026,2.629771826921118
2026-01-01,BST-005,PROD-027,2.1293641713403733
2026-01-01,BST-005,PROD-028,2.155632508301998
2026-01-01,BST-005,PROD-029,1.4468870947622317
2026-01-01,BST-005,PROD-030,2.124680113549142
2026-01-01,BST-005,PROD-031,1.0148216796863305
2026-01-01,BST-005,PROD-032,1.0068970731026239
2026-01-01,BST-005,PROD-033,1.0064004806208535
2026-01-01,BST-005,PROD-034,1.0068677278726854
2026-01-01,BST-005,PROD-035,0.002817087113600725
2026-01-01,BST-006,PROD-001,5.923536813381359
2026-01-01,BST-006,PROD-002,7.4822388861646285
2026-01-01,BST-006,PROD-003,4.692042695666702
2026-01-01,BST-006,PROD-004,9.999217576837317
2026-01-01,BST-006,PROD-005,15.464152319136863
2026-01-01,BST-006,PROD-006,12.394943757451774
2026-01-01,BST-006,PROD-007,11.619506598309249
2026-01-01,BST-006,PROD-008,4.551213852810541
2026-01-01,BST-006,PROD-009,4.782309627020826
2026-01-01,BST-006,PROD-010,1.947142626052589
2026-01-01,BST-006,PROD-011,2.126253592545181
2026-01-01,BST-006,PROD-012,2.6464677610292227
2026-01-01,BST-006,PROD-013,7.252781594893931
2026-01-01,BST-006,PROD-014,11.260181214693802
2026-01-01,BST-006,PROD-015,6.037725097778802
2026-01-01,BST-006,PROD-016,1.0206317297116723
2026-01-01,BST-006,PROD-017,1.014906967174089
2026-01-01,BST-006,PROD-018,1.0177484444371803
2026-01-01,BST-006,PROD-019,8.925311780521913
2026-01-01,BST-006,PROD-020,10.721917163418617
2026-01-01,BST-006,PROD-021,7.962145109175867
2026-01-01,BST-006,PROD-022,6.320385773387115
2026-01-01,BST-006,PROD-023,5.30917516797579
2026-01-01,BST-006,PROD-024,4.781668650593345
2026-01-01,BST-006,PROD-025,2.1690149921501143
2026-01-01,BST-006,PROD-026,2.1551092918360286
2026-01-01,BST-006,PROD-027,1.9466982694668382
2026-01-01,BST-006,PROD-028,2.120355235045569
2026-01-01,BST-006,PROD-029,1.0468226800622091
2026-01-01,BST-006,PROD-030,1.9247957674176421
2026-01-01,BST-006,PROD-031,1.0127133690435786
2026-01-01,BST-006,PROD-032,1.0043074784026904
2026-01-01,BST-006,PROD-033,1.0038749583960584
2026-01-01,BST-006,PROD-034,1.0044399091660567
2026-01-01,BST-006,PROD-035,0.002741505623883633
2026-01-01,BST-007,PROD-001,19.685649257219808
2026-01-01,BST-007,PROD-002,25.022949687001283
2026-01-01,BST-007,PROD-003,14.52312063613626
2026-01-01,BST-007,PROD-004,19.802790608764475
2026-01-01,BST-007,PROD-005,24.85142276540796
2026-01-01,BST-007,PROD-006,22.195689659219486
2026-01-01,BST-007,PROD-007,18.75334052293148
2026-01-01,BST-007,PROD-008,13.784979782303283
2026-01-01,BST-007,PROD-009,15.887149675442545
2026-01-01,BST-007,PROD-010,5.301501592042351
2026-01-01,BST-007,PROD-011,7.560684332147595
2026-01-01,BST-007,PROD-012,7.955935492225655
2026-01-01,BST-007,PROD-013,8.537485477758155
2026-01-01,BST-007,PROD-014,11.039656738868276
2026-01-01,BST-007,PROD-015,5.6938352848872995
2026-01-01,BST-007,PROD-016,4.787121083808861
2026-01-01,BST-007,PROD-017,1.7563182400631003
2026-01-01,BST-007,PROD-018,2.949876524810494
2026-01-01,BST-007,PROD-019,29.343305528041686
2026-01-01,BST-007,PROD-020,35.602595947397475
2026-01-01,BST-007,PROD-021,24.52893150784843
2026-01-01,BST-007,PROD-022,19.427407555003203
2026-01-01,BST-007,PROD-023,16.51454946792341
2026-01-01,BST-007,PROD-024,15.635933881201762
2026-01-01,BST-007,PROD-025,9.028313736554349
2026-01-01,BST-007,PROD-026,7.192250250495372
2026-01-01,BST-007,PROD-027,5.766765143849884
2026-01-01,BST-007,PROD-028,6.10211047980751
2026-01-01,BST-007,PROD-029,4.600746641358835
2026-01-01,BST-007,PROD-030,5.835654999045094
2026-01-01,BST-007,PROD-031,1.0242049165594298
2026-01-01,BST-007,PROD-032,1.0140916976718624
2026-01-01,BST-007,PROD-033,1.0131017902803234
2026-01-01,BST-007,PROD-034,1.013251227696881
2026-01-01,BST-007,PROD-035,0.0024426579193355565
2026-01-01,BST-008,PROD-001,30.77829500615273
2026-01-01,BST-008,PROD-002,40.191927703299946
2026-01-01,BST-008,PROD-003,20.927615560017777
2026-01-01,BST-008,PROD-004,10.565909983275528
2026-01-01,BST-008,PROD-005,13.749995322940174
2026-01-01,BST-008,PROD-006,11.847443472661377
2026-01-01,BST-008,PROD-007,10.13823524883605
2026-01-01,BST-008,PROD-008,8.387422893465464
2026-01-01,BST-008,PROD-009,9.198698470691209
2026-01-01,BST-008,PROD-010,3.1961857204573607
2026-01-01,BST-008,PROD-011,4.362622517852402
2026-01-01,BST-008,PROD-012,4.771652043561575
2026-01-01,BST-008,PROD-013,4.602572437066939
2026-01-01,BST-008,PROD-014,6.681385370955212
2026-01-01,BST-008,PROD-015,3.817115551521589
2026-01-01,BST-008,PROD-016,2.5443639997937884
2026-01-01,BST-008,PROD-017,1.0393002886276719
2026-01-01,BST-008,PROD-018,1.5550694388733373
2026-01-01,BST-008,PROD-019,38.9454958787626
2026-01-01,BST-008,PROD-020,46.69711709733603
2026-01-01,BST-008,PROD-021,33.77090984039283
2026-01-01,BST-008,PROD-022,12.367111739634488
2026-01-01,BST-008,PROD-023,10.190205307454189
2026-01-01,BST-008,PROD-024,8.57930316793511
2026-01-01,BST-008,PROD-025,5.082519020032492
2026-01-01,BST-008,PROD-026,4.367030748861544
2026-01-01,BST-008,PROD-027,3.1954563202813473
2026-01-01,BST-008,PROD-028,3.361235305007432
2026-01-01,BST-008,PROD-029,2.2663628406695087
2026-01-01,BST-008,PROD-030,3.3543654047921616
2026-01-01,BST-008,PROD-031,1.0114481627090293
2026-01-01,BST-008,PROD-032,1.004272711078377
2026-01-01,BST-008,PROD-033,1.0037774129080963
2026-01-01,BST-008,PROD-034,1.0049893498096647
2026-01-01,BST-008,PROD-035,0.002742608664360858
2026-01-01,BST-009,PROD-001,11.838569611376396
2026-01-01,BST-009,PROD-002,15.469827362795165
2026-01-01,BST-009,PROD-003,7.7475446996505895
2026-01-01,BST-009,PROD-004,18.86849528849768
2026-01-01,BST-009,PROD-005,25.66539446908549
2026-01-01,BST-009,PROD-006,20.724713393252188
2026-01-01,BST-009,PROD-007,21.88170673652688
2026-01-01,BST-009,PROD-008,8.538555035524062
2026-01-01,BST-009,PROD-009,8.852294171727385
2026-01-01,BST-009,PROD-010,3.204064631432712
2026-01-01,BST-009,PROD-011,4.018360752915551
2026-01-01,BST-009,PROD-012,5.062535578617547
2026-01-01,BST-009,PROD-013,12.076022636428439
2026-01-01,BST-009,PROD-014,18.588387082846115
2026-01-01,BST-009,PROD-015,8.784964316322176
2026-01-01,BST-009,PROD-016,2.166263937491983
2026-01-01,BST-009,PROD-017,1.0263272787088507
2026-01-01,BST-009,PROD-018,1.9535061931576536
2026-01-01,BST-009,PROD-019,16.681884521198135
2026-01-01,BST-009,PROD-020,19.017784635732493
2026-01-01,BST-009,PROD-021,14.282756184168875
2026-01-01,BST-009,PROD-022,11.362222162147416
2026-01-01,BST-009,PROD-023,9.11310336903382
2026-01-01,BST-009,PROD-024,8.4517347960126
2026-01-01,BST-009,PROD-025,5.0792866541348625
2026-01-01,BST-009,PROD-026,4.051323316348429
2026-01-01,BST-009,PROD-027,3.3763345826061686
2026-01-01,BST-009,PROD-028,3.2161641356464314
2026-01-01,BST-009,PROD-029,2.1728513039226764
2026-01-01,BST-009,PROD-030,3.615194002946192
2026-01-01,BST-009,PROD-031,1.0232002563326619
2026-01-01,BST-009,PROD-032,1.0135601631210938
2026-01-01,BST-009,PROD-033,1.0125465131062363
2026-01-01,BST-009,PROD-034,1.0128649641318812
2026-01-01,BST-009,PROD-035,0.002567466499043873
2026-01-01,BST-010,PROD-001,32.256982000474565
2026-01-01,BST-010,PROD-002,42.3818680346904
2026-01-01,BST-010,PROD-003,22.685588274402143
2026-01-01,BST-010,PROD-004,10.300341451588721
2026-01-01,BST-010,PROD-005,13.658765745531722
2026-01-01,BST-010,PROD-006,12.801479267267608
2026-01-01,BST-010,PROD-007,11.199981970322343
2026-01-01,BST-010,PROD-008,8.640579419350697
2026-01-01,BST-010,PROD-009,9.510927655298723
2026-01-01,BST-010,PROD-010,3.8371705835630774
2026-01-01,BST-010,PROD-011,4.642525540180156
2026-01-01,BST-010,PROD-012,5.502024556653498
2026-01-01,BST-010,PROD-013,5.700570854713557
2026-01-01,BST-010,PROD-014,7.477763721994859
2026-01-01,BST-010,PROD-015,3.8493555126623544
2026-01-01,BST-010,PROD-016,2.4297309378196994
2026-01-01,BST-010,PROD-017,1.0437877761913088
2026-01-01,BST-010,PROD-018,1.9573178886664697
2026-01-01,BST-010,PROD-019,40.86406450508225
2026-01-01,BST-010,PROD-020,46.761411171127854
2026-01-01,BST-010,PROD-021,36.13589981105603
2026-01-01,BST-010,PROD-022,12.572533564823084
2026-01-01,BST-010,PROD-023,10.181464585546204
2026-01-01,BST-010,PROD-024,9.051332135198455
2026-01-01,BST-010,PROD-025,5.816730228456948
2026-01-01,BST-010,PROD-026,4.308531342644654
2026-01-01,BST-010,PROD-027,3.2472314549983263
2026-01-01,BST-010,PROD-028,3.3662548976297977
2026-01-01,BST-010,PROD-029,2.8283622050555564
2026-01-01,BST-010,PROD-030,3.7562214252880626
2026-01-01,BST-010,PROD-031,1.0155907718783108
2026-01-01,BST-010,PROD-032,1.0069136987561689
2026-01-01,BST-010,PROD-033,1.006269089153974
2026-01-01,BST-010,PROD-034,1.0071123901595467
2026-01-01,BST-010,PROD-035,0.0027519207470348074
2026-01-01,BST-011,PROD-001,41.489850667240056
2026-01-01,BST-011,PROD-002,50.97430291723515
2026-01-01,BST-011,PROD-003,28.989613233860403
2026-01-01,BST-011,PROD-004,13.1991281948605
2026-01-01,BST-011,PROD-005,18.028103048776224
2026-01-01,BST-011,PROD-006,17.19200171926748
2026-01-01,BST-011,PROD-007,14.34238002410307
2026-01-01,BST-011,PROD-008,10.892022163851687
2026-01-01,BST-011,PROD-009,12.788619710969064
2026-01-01,BST-011,PROD-010,4.271139638268681
2026-01-01,BST-011,PROD-011,5.5765835582805225
2026-01-01,BST-011,PROD-012,6.393793516852637
2026-01-01,BST-011,PROD-013,6.584277672344692
2026-01-01,BST-011,PROD-014,8.376384087287652
2026-01-01,BST-011,PROD-015,4.8528982563934475
2026-01-01,BST-011,PROD-016,3.3394709043614434
2026-01-01,BST-011,PROD-017,1.0525597133713984
2026-01-01,BST-011,PROD-018,2.150425694149574
2026-01-01,BST-011,PROD-019,49.13218408045145
2026-01-01,BST-011,PROD-020,64.97938314305168
2026-01-01,BST-011,PROD-021,42.76197261137872
2026-01-01,BST-011,PROD-022,15.116156442571997
2026-01-01,BST-011,PROD-023,13.083749150853896
2026-01-01,BST-011,PROD-024,11.231832654461682
2026-01-01,BST-011,PROD-025,6.856518286067742
2026-01-01,BST-011,PROD-026,5.572284241956687
2026-01-01,BST-011,PROD-027,4.506096680575262
2026-01-01,BST-011,PROD-028,4.632425306939076
2026-01-01,BST-011,PROD-029,3.212419123571692
2026-01-01,BST-011,PROD-030,4.507446148109597
2026-01-01,BST-011,PROD-031,1.0198897392147606
2026-01-01,BST-011,PROD-032,1.010489725235998
2026-01-01,BST-011,PROD-033,1.009357136325727
2026-01-01,BST-011,PROD-034,1.0098754978985258
2026-01-01,BST-011,PROD-035,0.002317395280274781
2026-01-01,BST-012,PROD-001,18.59959759121428
2026-01-01,BST-012,PROD-002,23.65758230058637
2026-01-01,BST-012,PROD-003,13.58377029208093
2026-01-01,BST-012,PROD-004,28.144506614700536
2026-01-01,BST-012,PROD-005,34.456931899169746
2026-01-01,BST-012,PROD-006,32.40873942245042
2026-01-01,BST-012,PROD-007,28.717489158027284
2026-01-01,BST-012,PROD-008,26.262359339223476
2026-01-01,BST-012,PROD-009,30.71568724366269
2026-01-01,BST-012,PROD-010,5.07121039786768
2026-01-01,BST-012,PROD-011,6.649177601914444
2026-01-01,BST-012,PROD-012,7.882881121503163
2026-01-01,BST-012,PROD-013,7.892708928575017
2026-01-01,BST-012,PROD-014,11.55827722195041
2026-01-01,BST-012,PROD-015,5.389268012018313
2026-01-01,BST-012,PROD-016,4.019862523158907
2026-01-01,BST-012,PROD-017,1.030218587695135
2026-01-01,BST-012,PROD-018,2.842717716409599
2026-01-01,BST-012,PROD-019,28.138318766042982
2026-01-01,BST-012,PROD-020,33.587079126004
2026-01-01,BST-012,PROD-021,23.227745925476288
2026-01-01,BST-012,PROD-022,19.299883659644657
2026-01-01,BST-012,PROD-023,17.585230304113708
2026-01-01,BST-012,PROD-024,13.159292551265686
2026-01-01,BST-012,PROD-025,8.468972258286799
2026-01-01,BST-012,PROD-026,6.903825274945243
2026-01-01,BST-012,PROD-027,5.051317971331468
2026-01-01,BST-012,PROD-028,5.052409606362468
2026-01-01,BST-012,PROD-029,4.029349581142012
2026-01-01,BST-012,PROD-030,5.473733531184535
2026-01-01,BST-012,PROD-031,1.027258841929717
2026-01-01,BST-012,PROD-032,1.0172991381475114
2026-01-01,BST-012,PROD-033,1.0154084708286149
2026-01-01,BST-012,PROD-034,1.0155582484917156
2026-01-01,BST-012,PROD-035,0.0031382467194285128
2026-01-01,BST-013,PROD-001,44.77998288808282
2026-01-01,BST-013,PROD-002,55.5052734125682
2026-01-01,BST-013,PROD-003,32.774269435744785
2026-01-01,BST-013,PROD-004,16.16033750812138
2026-01-01,BST-013,PROD-005,19.69360360081275
2026-01-01,BST-013,PROD-006,16.45753600233144
2026-01-01,BST-013,PROD-007,14.561555543963104
2026-01-01,BST-013,PROD-008,12.210664681559297
2026-01-01,BST-013,PROD-009,13.636909802182045
2026-01-01,BST-013,PROD-010,4.794935381782111
2026-01-01,BST-013,PROD-011,5.90460844998615
2026-01-01,BST-013,PROD-012,7.621393623613148
2026-01-01,BST-013,PROD-013,7.322262395499204
2026-01-01,BST-013,PROD-014,9.750310178368542
2026-01-01,BST-013,PROD-015,4.86854288365855
2026-01-01,BST-013,PROD-016,4.008570136459688
2026-01-01,BST-013,PROD-017,1.0544327939415863
2026-01-01,BST-013,PROD-018,2.258190615185208
2026-01-01,BST-013,PROD-019,55.993042292054746
2026-01-01,BST-013,PROD-020,72.2205913623935
2026-01-01,BST-013,PROD-021,48.48214438328488
2026-01-01,BST-013,PROD-022,17.84509040506864
2026-01-01,BST-013,PROD-023,13.76036926569317
2026-01-01,BST-013,PROD-024,12.519714123311045
2026-01-01,BST-013,PROD-025,6.5093448406792
2026-01-01,BST-013,PROD-026,5.407316891456226
2026-01-01,BST-013,PROD-027,5.054971660032188
2026-01-01,BST-013,PROD-028,4.578571598111661
2026-01-01,BST-013,PROD-029,3.2326426906491132
2026-01-01,BST-013,PROD-030,4.907361567343876
2026-01-01,BST-013,PROD-031,1.022266509832101
2026-01-01,BST-013,PROD-032,1.012671686744103
2026-01-01,BST-013,PROD-033,1.011646391386588
2026-01-01,BST-013,PROD-034,1.0117956141247662
2026-01-01,BST-013,PROD-035,0.0025000644206860365
2026-01-01,BST-014,PROD-001,42.86572108075005
2026-01-01,BST-014,PROD-002,55.497267684994476
2026-01-01,BST-014,PROD-003,29.900407580587014
2026-01-01,BST-014,PROD-004,15.001274693971833
2026-01-01,BST-014,PROD-005,19.12378167984466
2026-01-01,BST-014,PROD-006,16.284641059459865
2026-01-01,BST-014,PROD-007,14.924622290414236
2026-01-01,BST-014,PROD-008,11.718430270395325
2026-01-01,BST-014,PROD-009,13.143598903038997
2026-01-01,BST-014,PROD-010,4.9018546034475206
2026-01-01,BST-014,PROD-011,5.698661473832832
2026-01-01,BST-014,PROD-012,7.705913225558774
2026-01-01,BST-014,PROD-013,7.298397883183829
2026-01-01,BST-014,PROD-014,10.515505750718924
2026-01-01,BST-014,PROD-015,4.836498618158186
2026-01-01,BST-014,PROD-016,3.494929530769984
2026-01-01,BST-014,PROD-017,1.0542961607162555
2026-01-01,BST-014,PROD-018,2.258675698393869
2026-01-01,BST-014,PROD-019,54.47491849617158
2026-01-01,BST-014,PROD-020,66.7355650217593
2026-01-01,BST-014,PROD-021,47.778976044206296
2026-01-01,BST-014,PROD-022,16.564953452553283
2026-01-01,BST-014,PROD-023,14.481331324552068
2026-01-01,BST-014,PROD-024,11.81492316539555
2026-01-01,BST-014,PROD-025,6.9524177659187565
2026-01-01,BST-014,PROD-026,5.888981613404318
2026-01-01,BST-014,PROD-027,4.561560975169852
2026-01-01,BST-014,PROD-028,5.057476966385387
2026-01-01,BST-014,PROD-029,3.237145916460938
2026-01-01,BST-014,PROD-030,4.560528308846462
2026-01-01,BST-014,PROD-031,1.0216335924334639
2026-01-01,BST-014,PROD-032,1.0128929348225826
2026-01-01,BST-014,PROD-033,1.0116575894035431
2026-01-01,BST-014,PROD-034,1.0120373194948358
2026-01-01,BST-014,PROD-035,0.002562472921943059
2026-01-01,BST-015,PROD-001,19.319892389558824
2026-01-01,BST-015,PROD-002,22.66793286975723
2026-01-01,BST-015,PROD-003,12.647045107583127
2026-01-01,BST-015,PROD-004,27.880053218405813
2026-01-01,BST-015,PROD-005,35.57371730219746
2026-01-01,BST-015,PROD-006,31.264259273381338
2026-01-01,BST-015,PROD-007,31.645484944525688
2026-01-01,BST-015,PROD-008,24.73513678079011
2026-01-01,BST-015,PROD-009,28.142441963353754
2026-01-01,BST-015,PROD-010,5.4794838305134
2026-01-01,BST-015,PROD-011,6.421839429563768
2026-01-01,BST-015,PROD-012,7.885123285639419
2026-01-01,BST-015,PROD-013,7.660104694289495
2026-01-01,BST-015,PROD-014,9.636773725071231
2026-01-01,BST-015,PROD-015,5.302020089851186
2026-01-01,BST-015,PROD-016,4.00896272713946
2026-01-01,BST-015,PROD-017,1.0287509166579065
2026-01-01,BST-015,PROD-018,2.921231720545103
2026-01-01,BST-015,PROD-019,26.22956596803931
2026-01-01,BST-015,PROD-020,32.277819829228584
2026-01-01,BST-015,PROD-021,22.557003450523943
2026-01-01,BST-015,PROD-022,17.806623363281396
2026-01-01,BST-015,PROD-023,16.223506861275983
2026-01-01,BST-015,PROD-024,12.254605564823034
2026-01-01,BST-015,PROD-025,7.453489512446359
2026-01-01,BST-015,PROD-026,6.603017076944752
2026-01-01,BST-015,PROD-027,4.79682191422454
2026-01-01,BST-015,PROD-028,5.043030125344755
2026-01-01,BST-015,PROD-029,3.845824018035072
2026-01-01,BST-015,PROD-030,5.245541201414209
2026-01-01,BST-015,PROD-031,1.0257953874084682
2026-01-01,BST-015,PROD-032,1.0155011002046044
2026-01-01,BST-015,PROD-033,1.0136137745690428
2026-01-01,BST-015,PROD-034,1.0137632875057605
2026-01-01,BST-015,PROD-035,0.0023871380890349244
2026-01-01,BST-016,PROD-001,8.775339758105154
2026-01-01,BST-016,PROD-002,11.34786061890571
2026-01-01,BST-016,PROD-003,6.027650829092168
2026-01-01,BST-016,PROD-004,15.149948580468246
2026-01-01,BST-016,PROD-005,18.649195268307132
2026-01-01,BST-016,PROD-006,16.087495375472077
