Store_ID,Product_ID,Product_Name,Category,recommended_order_qty,Best_Supplier_ID,Best_Supplier_Name,Best_Supplier_Price,Selling_Price,procurement_cost,expected_revenue,holding_cost_est,expected_profit
BST-086,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,217,SUP-004-A,Haldiram Packers Limited,88.0,110.0,19096.0,23870.0,381.92,4392.08
BST-087,PROD-019,Onion (Pyaz),Vegetables & Fruits,466,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,14912.0,19572.0,298.24,4361.76
BST-044,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",100,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,14000.0,18600.0,280.0,4320.0
BST-093,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,213,SUP-004-A,Haldiram Packers Limited,88.0,110.0,18744.0,23430.0,374.88,4311.12
BST-054,PROD-019,Onion (Pyaz),Vegetables & Fruits,458,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,14656.0,19236.0,293.12,4286.88
BST-011,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,211,SUP-004-A,Haldiram Packers Limited,88.0,110.0,18568.0,23210.0,371.36,4270.64
BST-068,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,210,SUP-004-A,Haldiram Packers Limited,88.0,110.0,18480.0,23100.0,369.6,4250.4
BST-099,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,206,SUP-004-A,Haldiram Packers Limited,88.0,110.0,18128.0,22660.0,362.56,4169.44
BST-008,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",452,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,18080.0,22600.0,361.6,4158.4
BST-099,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",94,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,13160.0,17484.0,263.2,4060.8
BST-034,PROD-019,Onion (Pyaz),Vegetables & Fruits,433,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,13856.0,18186.0,277.12,4052.88
BST-006,PROD-006,Haldiram's Lite Mixture Namkeen,Chips & Namkeen,546,SUP-006-A,Haldiram Packers Limited,32.0,40.0,17472.0,21840.0,349.44,4018.56
BST-074,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",93,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,13020.0,17298.0,260.4,4017.6
BST-045,PROD-019,Onion (Pyaz),Vegetables & Fruits,423,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,13536.0,17766.0,270.72,3959.2799999999997
BST-017,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,195,SUP-004-A,Haldiram Packers Limited,88.0,110.0,17160.0,21450.0,343.2,3946.8
BST-024,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,195,SUP-004-A,Haldiram Packers Limited,88.0,110.0,17160.0,21450.0,343.2,3946.8
BST-095,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,191,SUP-004-A,Haldiram Packers Limited,88.0,110.0,16808.0,21010.0,336.16,3865.84
BST-096,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,191,SUP-004-A,Haldiram Packers Limited,88.0,110.0,16808.0,21010.0,336.16,3865.84
BST-055,PROD-019,Onion (Pyaz),Vegetables & Fruits,411,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,13152.0,17262.0,263.04,3846.96
BST-065,PROD-019,Onion (Pyaz),Vegetables & Fruits,411,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,13152.0,17262.0,263.04,3846.96
BST-054,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,403,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,11284.0,15314.0,225.68,3804.32
BST-053,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,187,SUP-004-A,Haldiram Packers Limited,88.0,110.0,16456.0,20570.0,329.12,3784.88
BST-033,PROD-019,Onion (Pyaz),Vegetables & Fruits,404,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,12928.0,16968.0,258.56,3781.44
BST-013,PROD-019,Onion (Pyaz),Vegetables & Fruits,403,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,12896.0,16926.0,257.92,3772.08
BST-014,PROD-019,Onion (Pyaz),Vegetables & Fruits,400,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,12800.0,16800.0,256.0,3744.0
BST-061,PROD-019,Onion (Pyaz),Vegetables & Fruits,400,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,12800.0,16800.0,256.0,3744.0
BST-030,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",86,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,12040.0,15996.0,240.8,3715.2
BST-079,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,183,SUP-004-A,Haldiram Packers Limited,88.0,110.0,16104.0,20130.0,322.08,3703.92
BST-065,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,385,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,10780.0,14630.0,215.6,3634.4
BST-024,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",84,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,11760.0,15624.0,235.20000000000002,3628.8
BST-037,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,178,SUP-004-A,Haldiram Packers Limited,88.0,110.0,15664.0,19580.0,313.28000000000003,3602.72
BST-061,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,103,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,12360.0,16171.0,247.20000000000002,3563.8
BST-025,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,176,SUP-004-A,Haldiram Packers Limited,88.0,110.0,15488.0,19360.0,309.76,3562.24
BST-010,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,316,SUP-022-A,Parle Confectioners,38.0,50.0,12008.0,15800.0,240.16,3551.84
BST-095,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",82,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,11480.0,15252.0,229.6,3542.4
BST-001,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,175,SUP-004-A,Haldiram Packers Limited,88.0,110.0,15400.0,19250.0,308.0,3542.0
BST-010,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,175,SUP-004-A,Haldiram Packers Limited,88.0,110.0,15400.0,19250.0,308.0,3542.0
BST-079,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",81,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,11340.0,15066.0,226.8,3499.2
BST-012,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,172,SUP-004-A,Haldiram Packers Limited,88.0,110.0,15136.0,18920.0,302.72,3481.2799999999997
BST-030,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,172,SUP-004-A,Haldiram Packers Limited,88.0,110.0,15136.0,18920.0,302.72,3481.2799999999997
BST-052,PROD-019,Onion (Pyaz),Vegetables & Fruits,370,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,11840.0,15540.0,236.8,3463.2
BST-034,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,342,SUP-005-A,Haldiram Packers Limited,44.0,55.0,15048.0,18810.0,300.96,3461.04
BST-010,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",80,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,11200.0,14880.0,224.0,3456.0
BST-087,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,341,SUP-005-A,Haldiram Packers Limited,44.0,55.0,15004.0,18755.0,300.08,3450.92
BST-100,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,364,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,10192.0,13832.0,203.84,3436.16
BST-004,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,305,SUP-022-A,Parle Confectioners,38.0,50.0,11590.0,15250.0,231.8,3428.2
BST-089,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",79,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,11060.0,14694.0,221.20000000000002,3412.8
BST-012,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",79,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,11060.0,14694.0,221.20000000000002,3412.8
BST-074,PROD-019,Onion (Pyaz),Vegetables & Fruits,364,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,11648.0,15288.0,232.96,3407.04
BST-078,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,168,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14784.0,18480.0,295.68,3400.32
BST-091,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,168,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14784.0,18480.0,295.68,3400.32
BST-089,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,168,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14784.0,18480.0,295.68,3400.32
BST-040,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,168,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14784.0,18480.0,295.68,3400.32
BST-041,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,168,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14784.0,18480.0,295.68,3400.32
BST-015,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",78,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10920.0,14508.0,218.4,3369.6
BST-078,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",78,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10920.0,14508.0,218.4,3369.6
BST-087,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,353,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,9884.0,13414.0,197.68,3332.32
BST-054,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,329,SUP-005-A,Haldiram Packers Limited,44.0,55.0,14476.0,18095.0,289.52,3329.48
BST-059,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",77,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10780.0,14322.0,215.6,3326.4
BST-015,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,164,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14432.0,18040.0,288.64,3319.36
BST-063,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,164,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14432.0,18040.0,288.64,3319.36
BST-086,PROD-019,Onion (Pyaz),Vegetables & Fruits,352,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,11264.0,14784.0,225.28,3294.72
BST-077,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",76,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10640.0,14136.0,212.8,3283.2
BST-004,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,161,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14168.0,17710.0,283.36,3258.64
BST-073,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",75,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10500.0,13950.0,210.0,3240.0
BST-070,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,160,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14080.0,17600.0,281.6,3238.4
BST-059,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,160,SUP-004-A,Haldiram Packers Limited,88.0,110.0,14080.0,17600.0,281.6,3238.4
BST-045,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,319,SUP-005-A,Haldiram Packers Limited,44.0,55.0,14036.0,17545.0,280.72,3228.2799999999997
BST-005,PROD-020,Potato (Aloo),Vegetables & Fruits,694,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,12492.0,15962.0,249.84,3220.16
BST-100,PROD-019,Onion (Pyaz),Vegetables & Fruits,344,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,11008.0,14448.0,220.16,3219.84
BST-065,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,317,SUP-005-A,Haldiram Packers Limited,44.0,55.0,13948.0,17435.0,278.96,3208.04
BST-003,PROD-013,Creative Space Assignment A4 Sheets (One Side Ruled) (White),Stationery & Games,260,SUP-013-A,DOMS Industries Delhi,35.0,48.0,9100.0,12480.0,182.0,3198.0
BST-041,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",74,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10360.0,13764.0,207.20000000000002,3196.8
BST-021,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",74,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10360.0,13764.0,207.20000000000002,3196.8
BST-008,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",74,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,10360.0,13764.0,207.20000000000002,3196.8
BST-044,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,337,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,9436.0,12806.0,188.72,3181.28
BST-081,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,157,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13816.0,17270.0,276.32,3177.68
BST-022,PROD-019,Onion (Pyaz),Vegetables & Fruits,339,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,10848.0,14238.0,216.96,3173.04
BST-053,PROD-019,Onion (Pyaz),Vegetables & Fruits,339,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,10848.0,14238.0,216.96,3173.04
BST-046,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,156,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13728.0,17160.0,274.56,3157.44
BST-074,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,334,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,9352.0,12692.0,187.04,3152.96
BST-052,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",80,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,10400.0,13760.0,208.0,3152.0
BST-100,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,91,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,10920.0,14287.0,218.4,3148.6
BST-087,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,48,SUP-018-A,Nayasa Household Plastics,200.0,269.0,9600.0,12912.0,192.0,3120.0
BST-027,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,154,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13552.0,16940.0,271.04,3116.96
BST-050,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,154,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13552.0,16940.0,271.04,3116.96
BST-020,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,154,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13552.0,16940.0,271.04,3116.96
BST-093,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,330,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,9240.0,12540.0,184.8,3115.2
BST-044,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,90,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,10800.0,14130.0,216.0,3114.0
BST-045,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",79,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,10270.0,13588.0,205.4,3112.6
BST-048,PROD-019,Onion (Pyaz),Vegetables & Fruits,329,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,10528.0,13818.0,210.56,3079.44
BST-086,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,326,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,9128.0,12388.0,182.56,3077.44
BST-087,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",207,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,13248.0,16560.0,264.96,3047.04
BST-042,PROD-019,Onion (Pyaz),Vegetables & Fruits,325,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,10400.0,13650.0,208.0,3042.0
BST-049,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,150,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13200.0,16500.0,264.0,3036.0
BST-064,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,150,SUP-004-A,Haldiram Packers Limited,88.0,110.0,13200.0,16500.0,264.0,3036.0
BST-048,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,87,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,10440.0,13659.0,208.8,3010.2
BST-003,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,215,SUP-008-A,Real Beverages India,50.0,65.0,10750.0,13975.0,215.0,3010.0
BST-044,PROD-019,Onion (Pyaz),Vegetables & Fruits,320,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,10240.0,13440.0,204.8,2995.2
BST-055,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,295,SUP-005-A,Haldiram Packers Limited,44.0,55.0,12980.0,16225.0,259.6,2985.4
BST-013,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",94,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,10810.0,14006.0,216.20000000000002,2979.8
BST-071,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,147,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12936.0,16170.0,258.72,2975.2799999999997
BST-028,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,147,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12936.0,16170.0,258.72,2975.2799999999997
BST-080,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,315,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,8820.0,11970.0,176.4,2973.6
BST-068,PROD-019,Onion (Pyaz),Vegetables & Fruits,317,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,10144.0,13314.0,202.88,2967.12
BST-065,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",201,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,12864.0,16080.0,257.28000000000003,2958.72
BST-019,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,146,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12848.0,16060.0,256.96,2955.04
BST-086,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,85,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,10200.0,13345.0,204.0,2941.0
BST-067,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",68,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,9520.0,12648.0,190.4,2937.6
BST-077,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,145,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12760.0,15950.0,255.20000000000002,2934.8
BST-043,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,145,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12760.0,15950.0,255.20000000000002,2934.8
BST-013,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,310,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,8680.0,11780.0,173.6,2926.4
BST-087,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,209,SUP-008-A,Real Beverages India,50.0,65.0,10450.0,13585.0,209.0,2926.0
BST-067,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,144,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12672.0,15840.0,253.44,2914.56
BST-042,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,84,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,10080.0,13188.0,201.6,2906.4
BST-034,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",197,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,12608.0,15760.0,252.16,2899.84
BST-054,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,206,SUP-008-A,Real Beverages India,50.0,65.0,10300.0,13390.0,206.0,2884.0
BST-093,PROD-019,Onion (Pyaz),Vegetables & Fruits,308,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,9856.0,12936.0,197.12,2882.88
BST-061,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",195,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,12480.0,15600.0,249.6,2870.4
BST-008,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",90,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,10350.0,13410.0,207.0,2853.0
BST-042,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,301,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,8428.0,11438.0,168.56,2841.44
BST-023,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,140,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12320.0,15400.0,246.4,2833.6
BST-094,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,140,SUP-004-A,Haldiram Packers Limited,88.0,110.0,12320.0,15400.0,246.4,2833.6
BST-009,PROD-033,Creative Space Satin Decoration Ribbon (7 m) (Red),Festive Specials,495,SUP-033-A,ServD Pooja Decoratives,15.0,21.0,7425.0,10395.0,148.5,2821.5
BST-056,PROD-019,Onion (Pyaz),Vegetables & Fruits,300,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,9600.0,12600.0,192.0,2808.0
