Store_ID,Product_ID,Current_Stock,Reserved_Stock,available_stock,avg_daily_demand,demand_std,Min_Lead_Time_Days,safety_stock_used,reorder_point,needs_reorder,recommended_order_qty,is_overstocked,Maximum_Capacity
BST-001,PROD-035,39,1,38,0.002043103133709115,0.0002212000980103732,1,4.0,4.0,False,0,True,52
BST-002,PROD-001,1397,113,1284,42.15030018638794,9.777362204753324,1,164.0,206.2,False,0,False,4734
BST-002,PROD-002,3116,309,2807,54.40492291417406,12.069977590829213,1,405.0,459.4,False,0,True,6508
BST-002,PROD-003,26,2,24,31.44326536671124,7.189699650242734,1,11.9,43.3,True,163,False,189
BST-002,PROD-004,243,73,170,15.64263354106976,4.61616683581341,1,288.0,303.6,True,337,False,1236
BST-002,PROD-005,16,2,14,18.449729538809947,5.389444161610227,1,10.0,28.4,True,254,False,287
BST-002,PROD-006,4864,461,4403,16.640409516824374,4.6187564876731,1,1911.0,1927.6,False,0,True,9393
BST-002,PROD-007,66,3,63,14.992211768495265,3.8495123886919775,1,8.0,23.0,False,155,False,228
BST-002,PROD-008,49,3,46,11.740833058725682,2.9955834312291243,1,7.0,18.7,False,125,False,189
BST-002,PROD-009,1496,430,1066,13.66879261238431,3.8939901986722925,1,438.0,451.7,False,0,True,6713
BST-002,PROD-010,20,5,15,4.872010133874727,1.3930821085772038,1,4.0,8.9,False,57,False,77
BST-002,PROD-011,7612,475,7137,6.026325279183892,1.3587498070508126,1,909.0,915.0,False,0,True,7875
BST-002,PROD-012,28,0,28,7.274314639598807,1.7035129947288257,1,4.0,11.3,False,78,False,116
BST-002,PROD-013,8,4,4,7.172862900840472,2.0388012085450127,1,4.0,11.2,True,100,False,116
BST-002,PROD-014,18,5,13,10.013425144752846,2.6860757134346014,1,5.0,15.0,True,132,False,154
BST-002,PROD-015,3057,277,2780,5.070114426730167,1.296835892304473,1,1111.0,1116.1,False,0,True,4575
BST-002,PROD-016,2597,118,2479,3.614779722189655,1.039598086368483,1,1500.0,1503.6,False,0,True,8256
BST-002,PROD-017,4,3,1,1.2338462795232528,0.30816337239692076,1,4.0,5.2,True,20,False,52
BST-002,PROD-018,9,4,5,2.5304978784341357,0.714136847809522,1,4.0,6.5,True,34,False,52
BST-002,PROD-019,4988,323,4665,52.55936818961056,12.134921457153405,1,350.0,402.6,False,0,True,6018
BST-002,PROD-020,28,0,28,63.75706701002872,14.732740292106218,1,24.3,88.1,True,448,False,476
BST-002,PROD-021,4282,352,3930,47.885588572583735,11.548779803468419,1,138.0,185.9,False,0,True,6149
BST-002,PROD-022,79,5,74,16.574390077922168,4.463486496817859,1,9.0,25.6,False,167,False,266
BST-002,PROD-023,45,1,44,14.781547335002687,4.1204974168227,1,8.0,22.8,False,171,False,228
BST-002,PROD-024,19,4,15,12.206913678729629,3.7048219338517825,1,7.0,19.2,True,163,False,189
BST-002,PROD-025,1896,430,1466,7.265947515215571,1.9076301260946515,1,235.0,242.3,False,0,True,3523
BST-002,PROD-026,15,4,11,6.180530247861735,1.716652181430103,1,4.0,10.2,False,79,False,94
BST-002,PROD-027,15,4,11,5.069805345285029,1.4132093276507947,1,4.0,9.1,False,62,False,77
BST-002,PROD-028,2750,82,2668,4.834765892031636,1.3235189237235137,1,433.0,437.8,False,0,True,4077
BST-002,PROD-029,12,1,11,3.6493695550591005,0.9485692457890612,1,4.0,7.6,False,44,False,56
BST-002,PROD-030,4037,374,3663,4.756832951828988,1.3624846297682485,1,422.0,426.8,False,0,True,4748
BST-002,PROD-031,1086,242,844,1.012688342811574,0.012182388026225729,1,506.0,507.0,False,0,True,2453
BST-002,PROD-032,1509,194,1315,1.0052630618240628,0.01131307529770147,1,214.0,215.0,False,0,True,4948
BST-002,PROD-033,6,2,4,1.0056202140928892,0.010394190659662345,1,4.0,5.0,True,14,False,52
BST-002,PROD-034,286,6,280,1.0042589719757484,0.010298090555284236,1,1849.0,1850.0,True,1583,True,8925
BST-002,PROD-035,39,1,38,0.0021467606363188355,0.00023256432558900133,1,4.0,4.0,False,0,True,52
BST-003,PROD-001,34,2,32,34.579697237659865,7.416387612088637,1,12.2,46.8,True,183,False,217
BST-003,PROD-002,38,3,35,41.66902647015102,9.060159319922679,1,14.9,56.6,True,238,False,276
BST-003,PROD-003,105,25,80,24.49375621122807,6.015693220243455,1,719.0,743.5,True,982,False,3464
BST-003,PROD-004,47,5,42,12.38039596856693,3.718500058430283,1,7.0,19.4,False,138,False,186
BST-003,PROD-005,0,0,0,15.743759698925473,4.841988768659701,1,8.0,23.7,True,228,False,231
BST-003,PROD-006,39,4,35,13.424541616023427,4.263169575932762,1,7.0,20.4,False,160,False,200
BST-003,PROD-007,49,0,49,11.948974053186449,2.9947967945737366,1,7.0,18.9,False,125,False,186
BST-003,PROD-008,456,45,411,9.900968177043724,2.540136544472744,1,487.0,496.9,True,215,True,3066
BST-003,PROD-009,39,0,39,10.895880962800595,3.2473428386479166,1,6.0,16.9,False,120,False,172
BST-003,PROD-010,99,20,79,3.6887312651083057,1.0240800082153025,1,578.0,581.7,True,551,False,4831
BST-003,PROD-011,24,3,21,4.762815452684644,1.3602059525448034,1,4.0,8.8,False,50,False,77
BST-003,PROD-012,679,67,612,5.959160813536097,1.4573263001176986,1,1023.0,1029.0,True,494,True,5683
BST-003,PROD-013,136,27,109,5.99443655027045,1.6443736930867487,1,285.0,291.0,True,260,False,5550
BST-003,PROD-014,109,15,94,8.031301457985634,2.0542683357912876,1,272.0,280.0,True,290,False,3992
BST-003,PROD-015,20,3,17,3.735634487747787,0.7975928893365555,1,4.0,7.7,False,39,False,63
BST-003,PROD-016,16,3,13,2.847985077785132,0.8884982273657462,1,4.0,6.8,False,31,False,52
BST-003,PROD-017,1136,44,1092,1.0412712353984441,0.09490971543568502,1,205.0,206.0,False,0,True,4036
BST-003,PROD-018,1898,341,1557,1.9921244824558626,0.6446517256647865,1,415.0,417.0,False,0,True,1930
BST-003,PROD-019,12,5,7,43.080491081695925,10.211461662036395,1,16.8,59.9,True,296,False,308
BST-003,PROD-020,3617,343,3274,53.949262520934376,12.998500847440212,1,1279.0,1332.9,False,0,True,6622
BST-003,PROD-021,942,161,781,38.26582700497248,9.004974492834219,1,113.0,151.3,False,0,False,1969
BST-003,PROD-022,27,3,24,13.974167768226877,3.995033056844581,1,8.0,22.0,False,180,False,217
BST-003,PROD-023,13,4,9,12.006120378856393,3.375097792493775,1,7.0,19.0,True,166,False,186
BST-003,PROD-024,15,4,11,9.880702783038016,2.7167525192724367,1,5.0,14.9,True,132,False,154
BST-003,PROD-025,7565,85,7480,5.83392164811097,1.4202718807989965,1,1363.0,1368.8,False,0,True,8657
BST-003,PROD-026,2206,341,1865,4.791114527503988,1.3058706908084676,1,503.0,507.8,False,0,True,2426
BST-003,PROD-027,701,40,661,3.9679318085679647,1.0881764491643038,1,176.0,180.0,False,0,True,3925
BST-003,PROD-028,21,3,18,3.8687377048412124,1.150996019806089,1,4.0,7.9,False,40,False,63
BST-003,PROD-029,9,1,8,2.884241026380367,0.9225137317765,1,4.0,6.9,False,36,False,52
BST-003,PROD-030,5,4,1,3.975344058747994,0.9475705535595659,1,4.0,8.0,True,58,False,63
BST-003,PROD-031,2710,258,2452,1.009300276257229,0.013880036484193862,1,449.0,450.0,False,0,True,3525
BST-003,PROD-032,15,2,13,1.0024114321542494,0.0127911596446954,1,4.0,5.0,False,5,False,52
BST-003,PROD-033,5,0,5,1.0018028502218173,0.010457885600785274,1,4.0,5.0,False,13,False,52
BST-003,PROD-034,13,2,11,1.0011165251567165,0.009879803281776841,1,4.0,5.0,False,7,False,52
BST-003,PROD-035,39,3,36,0.0021928555572909287,0.000234145781905477,1,4.0,4.0,False,0,True,52
BST-004,PROD-001,9,1,8,31.7383277720874,6.9900747336845095,1,11.5,43.2,True,194,False,203
BST-004,PROD-002,31,2,29,40.25619655620138,8.455401046514028,1,14.0,54.3,True,231,False,262
BST-004,PROD-003,17,3,14,22.75460438621496,5.217478731061982,1,8.6,31.4,True,127,False,144
BST-004,PROD-004,12,0,12,11.901174026434122,3.1902524783517605,1,6.0,17.9,True,161,False,175
BST-004,PROD-005,36,3,33,14.05248573603728,4.3578765405117865,1,8.0,22.1,False,172,False,217
BST-004,PROD-006,28,0,28,12.60980589989575,4.201294170380034,1,7.0,19.6,False,156,False,189
BST-004,PROD-007,26,1,25,11.021491514348256,3.038878618393204,1,6.0,17.0,False,135,False,175
BST-004,PROD-008,6354,432,5922,8.875608721933641,2.7580407771264785,1,416.0,424.9,False,0,True,7965
BST-004,PROD-009,32,4,28,10.3668960235297,3.2032027201413062,1,6.0,16.4,False,123,False,161
BST-004,PROD-010,13,3,10,3.68671658311892,0.8752274627592181,1,4.0,7.7,False,46,False,60
BST-004,PROD-011,9,5,4,4.57733590616526,1.2514521457474599,1,4.0,8.6,True,64,False,74
BST-004,PROD-012,5159,252,4907,5.599861621766638,1.6270709587033663,1,261.0,266.6,False,0,True,6561
BST-004,PROD-013,22,5,17,5.515126866172018,1.5625276800970063,1,4.0,9.5,False,64,False,88
BST-004,PROD-014,19,0,19,7.5115166730428955,1.9162132352188226,1,4.0,11.5,False,90,False,116
BST-004,PROD-015,4813,52,4761,3.7178643450297835,0.9392387316759692,1,1023.0,1026.7,False,0,True,5437
BST-004,PROD-016,5,5,0,2.7241273079453436,0.7749651301323103,1,4.0,6.7,True,42,False,52
BST-004,PROD-017,9,1,8,1.0404073299465373,0.08761815421556761,1,4.0,5.0,False,11,False,52
BST-004,PROD-018,837,0,837,1.862469199625015,0.6185628832501288,1,231.0,232.9,False,0,True,1359
BST-004,PROD-019,70,2,68,39.29457417315664,9.144953243611749,1,15.1,54.4,False,220,False,290
BST-004,PROD-020,3,3,0,47.28271645848349,10.57946846255261,1,17.5,64.8,True,361,False,364
BST-004,PROD-021,41,5,36,35.76805116198127,8.24266797324224,1,13.6,49.4,True,221,False,262
BST-004,PROD-022,912,272,640,13.235714976343226,3.6762819426238944,1,760.0,773.2,True,305,True,4167
BST-004,PROD-023,5549,117,5432,11.03549988658022,2.6619102081796733,1,811.0,822.0,False,0,True,8080
BST-004,PROD-024,43,5,38,9.292163412507808,2.756452975798728,1,5.0,14.3,False,97,False,144
BST-004,PROD-025,677,147,530,5.470996096358547,1.606237453873359,1,1080.0,1085.5,True,627,True,6715
BST-004,PROD-026,21,0,21,4.85094053961824,1.408988655800664,1,4.0,8.9,False,51,False,74
BST-004,PROD-027,981,91,890,3.6265258219985133,0.9632484543745211,1,209.0,212.6,False,0,True,3128
BST-004,PROD-028,6,1,5,3.737886111918342,1.044547772038453,1,4.0,7.7,True,51,False,60
BST-004,PROD-029,8,5,3,2.9665047110316616,0.7670624173500856,1,4.0,7.0,True,43,False,52
BST-004,PROD-030,599,42,557,3.830674360110958,1.1937664367337666,1,664.0,667.8,True,161,True,2886
BST-004,PROD-031,3974,242,3732,1.0085288731227045,0.015493588353829931,1,1350.0,1351.0,False,0,True,5563
BST-004,PROD-032,17,3,14,1.0025002071060642,0.014940959470173334,1,4.0,5.0,False,4,False,52
BST-004,PROD-033,3080,271,2809,1.0014048704644343,0.01136463954994054,1,968.0,969.0,False,0,True,4723
BST-004,PROD-034,3871,84,3787,1.001012430261716,0.010619067661688101,1,241.0,242.0,False,0,True,5866
BST-004,PROD-035,7873,447,7426,0.002245531303637956,0.00024018695038699673,1,2139.0,2139.0,False,0,True,8825
BST-005,PROD-001,13,0,13,6.986786301922146,0.9088972464208884,1,4.0,11.0,False,89,False,105
BST-005,PROD-002,5120,46,5074,9.037047432735891,1.167166651467698,1,340.0,349.0,False,0,True,5926
BST-005,PROD-003,24,0,24,5.052612810352751,0.42041061317192835,1,4.0,9.1,False,50,False,74
BST-005,PROD-004,1276,300,976,11.311922763134783,1.3850841186200327,1,1120.0,1131.3,True,302,True,4634
BST-005,PROD-005,0,0,0,13.965239587674459,2.0051796818754,1,4.0,18.0,True,112,False,112
BST-005,PROD-006,3121,293,2828,12.663913391429293,1.519088924028085,1,1162.0,1174.7,False,0,True,5532
BST-005,PROD-007,11,5,6,12.821711135246213,1.567390357390687,1,4.0,16.8,True,80,False,91
BST-005,PROD-008,16,0,16,5.088879284025986,0.6186625446537478,1,4.0,9.1,False,58,False,74
BST-005,PROD-009,2633,116,2517,5.506995208053719,0.7877755909504768,1,936.0,941.5,False,0,True,5295
BST-005,PROD-010,2244,194,2050,2.019650602646216,0.32910080194214547,1,315.0,317.0,False,0,True,4037
BST-005,PROD-011,18,4,14,2.42515160753392,0.3968053414121121,1,4.0,6.4,False,24,False,52
BST-005,PROD-012,6878,425,6453,3.0848236144941326,0.42468911857739217,1,1679.0,1682.1,False,0,True,9722
BST-005,PROD-013,11,2,9,8.882971961983134,1.04312239725478,1,4.0,12.9,True,41,False,52
BST-005,PROD-014,3,0,3,11.374006237276339,1.4001821045068796,1,4.0,15.4,True,57,False,60
BST-005,PROD-015,3972,226,3746,6.165266274981855,0.975029232339517,1,573.0,579.2,False,0,True,5025
BST-005,PROD-016,11,0,11,1.4463668917296264,0.34263507005901167,1,4.0,5.4,False,13,False,52
BST-005,PROD-017,13,5,8,1.005732956997092,0.012073591056007754,1,4.0,5.0,False,10,False,52
BST-005,PROD-018,4284,77,4207,1.008192701500423,0.013415374495562576,1,1703.0,1704.0,False,0,True,9090
BST-005,PROD-019,7219,116,7103,9.998561428410081,1.318872445478172,1,1683.0,1693.0,False,0,True,8646
BST-005,PROD-020,1700,436,1264,12.486682940075992,1.5476070326135467,1,1783.0,1795.5,True,694,True,9427
BST-005,PROD-021,35,1,34,9.132387792848473,1.1382721843971966,1,5.0,14.1,False,99,False,136
BST-005,PROD-022,9,2,7,6.675794439883593,0.9273381721425324,1,4.0,10.7,True,90,False,105
BST-005,PROD-023,13,4,9,6.088323188781564,0.9585773241221439,1,4.0,10.1,True,78,False,91
BST-005,PROD-024,23,5,18,4.955982062778372,0.71196134684077,1,4.0,9.0,False,51,False,74
BST-005,PROD-025,3358,93,3265,2.947519163649428,0.3119684499737021,1,1047.0,1049.9,False,0,True,5239
BST-005,PROD-026,3206,141,3065,2.5093504025406763,0.37139695716299215,1,953.0,955.5,False,0,True,6148
BST-005,PROD-027,794,34,760,2.059119842875431,0.13942278052305374,1,214.0,216.1,False,0,True,1275
BST-005,PROD-028,13,4,9,2.10615302643668,0.2699567673046937,1,4.0,6.1,False,24,False,52
BST-005,PROD-029,7,1,6,1.386983102105683,0.33129414495796544,1,4.0,5.4,False,17,False,52
BST-005,PROD-030,13,5,8,2.075531003924964,0.19368879333930686,1,4.0,6.1,False,25,False,52
BST-005,PROD-031,10,0,10,1.0060925900829651,0.010817995389474956,1,4.0,5.0,False,8,False,52
BST-005,PROD-032,1744,396,1348,1.0008605519872533,0.009874054264177447,1,961.0,962.0,False,0,True,8629
BST-005,PROD-033,5968,60,5908,1.0023754859400325,0.009542635422006573,1,229.0,230.0,False,0,True,6595
BST-005,PROD-034,13,1,12,1.0012115730667726,0.009447687595372409,1,4.0,5.0,False,6,False,52
BST-005,PROD-035,2531,300,2231,0.0024820220999658693,0.00026456680187660455,1,1174.0,1174.0,False,0,True,8227
BST-006,PROD-001,23,4,19,6.029605117447626,0.8874659183204616,1,4.0,10.0,False,65,False,88
BST-006,PROD-002,3996,383,3613,7.722755019462591,0.9610079844560655,1,916.0,923.7,False,0,True,9432
BST-006,PROD-003,10,2,8,4.270431803692586,0.5449800253046809,1,4.0,8.3,True,53,False,63
BST-006,PROD-004,0,0,0,9.907853598370663,1.0211004546551454,1,4.0,13.9,True,77,False,77
BST-006,PROD-005,0,0,0,12.88111831463448,1.580617333497681,1,4.0,16.9,True,94,False,94
BST-006,PROD-006,697,197,500,11.183724392706349,1.4180946077340435,1,889.0,900.2,True,546,True,3589
BST-006,PROD-007,4,4,0,10.978355437343112,1.5128319555233307,1,4.0,15.0,True,73,False,77
BST-006,PROD-008,8,1,7,4.2817627999622685,0.5971232981382811,1,4.0,8.3,True,55,False,63
BST-006,PROD-009,14,1,13,4.648873058785298,0.7021340965357495,1,4.0,8.6,False,56,False,70
BST-006,PROD-010,888,28,860,1.836415604107614,0.3194109612594248,1,1100.0,1101.8,True,266,True,9591
BST-006,PROD-011,18,1,17,2.1069657615584623,0.22406459813206234,1,4.0,6.1,False,16,False,52
BST-006,PROD-012,15,5,10,2.5994601199443466,0.29564877142796964,1,4.0,6.6,False,30,False,52
BST-006,PROD-013,2908,141,2767,7.347408843578445,0.8602049167243945,1,1101.0,1108.3,False,0,True,5476
BST-006,PROD-014,5754,480,5274,10.221772742023862,1.2243278218665836,1,815.0,825.2,False,0,True,6000
BST-006,PROD-015,14,4,10,5.330735424589641,0.8279231834444091,1,4.0,9.3,False,38,False,52
BST-006,PROD-016,6,5,1,1.025121915363289,0.06679235072021099,1,4.0,5.0,True,17,False,52
BST-006,PROD-017,13,0,13,1.003580321267916,0.012594926317310002,1,4.0,5.0,False,5,False,52
BST-006,PROD-018,1103,94,1009,1.0057082379765039,0.013920455610431244,1,422.0,423.0,False,0,True,6500
BST-006,PROD-019,2555,244,2311,8.505635335370528,1.1957484056609986,1,894.0,902.5,False,0,True,4445
BST-006,PROD-020,1845,276,1569,10.341161179177245,1.249673308096647,1,381.0,391.3,False,0,True,5200
BST-006,PROD-021,26,5,21,7.742490292398736,1.1077752305300648,1,4.0,11.7,False,90,False,116
BST-006,PROD-022,7,5,2,5.960939076586337,0.8728992442094634,1,4.0,10.0,True,81,False,88
BST-006,PROD-023,1706,16,1690,5.090654412627971,0.6133549438202149,1,1447.0,1452.1,False,0,True,6541
BST-006,PROD-024,19,5,14,4.337505609394063,0.45941910801585184,1,4.0,8.3,False,44,False,63
BST-006,PROD-025,5324,437,4887,2.3401053537848178,0.406510198417223,1,1356.0,1358.3,False,0,True,8096
BST-006,PROD-026,1800,225,1575,2.2135342289633297,0.32593316832538083,1,867.0,869.2,False,0,True,5113
BST-006,PROD-027,2039,93,1946,1.6555938688418617,0.3720179147409332,1,1265.0,1266.7,False,0,True,5117
BST-006,PROD-028,2191,124,2067,1.7604904859846038,0.31704711758262705,1,501.0,502.8,False,0,True,4703
BST-006,PROD-029,12,5,7,1.1138635187068402,0.17716300467643833,1,4.0,5.1,False,13,False,52
BST-006,PROD-030,16,3,13,1.5952327877253245,0.34224924714222665,1,4.0,5.6,False,13,False,52
BST-006,PROD-031,1678,208,1470,1.0043836369116856,0.011407065346827326,1,356.0,357.0,False,0,True,2310
BST-006,PROD-032,10,4,6,0.9988400698427983,0.010739103195584418,1,4.0,5.0,False,12,False,52
BST-006,PROD-033,3285,32,3253,1.0002960984631801,0.010310039631932494,1,373.0,374.0,False,0,True,3348
BST-006,PROD-034,13,5,8,0.9992050977379306,0.009929684188835485,1,4.0,5.0,False,10,False,52
BST-006,PROD-035,39,3,36,0.0024160372344975505,0.00025716432028501015,1,4.0,4.0,False,0,True,52
BST-007,PROD-001,46,4,42,18.782181860440385,2.1423292918457664,1,8.0,26.8,False,188,False,234
BST-007,PROD-002,2204,381,1823,23.688368381637883,2.926180349402374,1,305.0,328.7,False,0,True,2451
BST-007,PROD-003,9,1,8,14.271959061033355,1.894401953876061,1,6.0,20.3,True,159,False,168
BST-007,PROD-004,2254,499,1755,17.2427774049137,2.191123297260559,1,149.0,166.2,False,0,True,6591
BST-007,PROD-005,25,4,21,22.417641997278405,3.865776715953266,1,9.0,31.4,True,227,False,252
BST-007,PROD-006,1165,160,1005,19.952041106797346,3.0276458585370145,1,516.0,536.0,False,0,True,2142
BST-007,PROD-007,29,1,28,16.99254808819624,2.342121601786989,1,7.0,24.0,False,174,False,203
BST-007,PROD-008,38,0,38,14.05904597111495,2.15425146176887,1,6.0,20.1,False,130,False,168
BST-007,PROD-009,31,2,29,15.564397737424091,2.319402048279332,1,7.0,22.6,False,155,False,186
BST-007,PROD-010,804,103,701,5.3496333477003315,0.82440403266203,1,164.0,169.3,False,0,True,1022
BST-007,PROD-011,4,3,1,6.887730026346825,0.9198756546662862,1,4.0,10.9,True,80,False,84
BST-007,PROD-012,3240,123,3117,8.083993464192664,1.3068057481437954,1,523.0,531.1,False,0,True,3492
BST-007,PROD-013,1667,256,1411,8.359947761028971,1.108158651677508,1,1287.0,1295.4,False,0,True,9468
BST-007,PROD-014,7024,143,6881,11.3775671206065,1.4436747303121638,1,129.0,140.4,False,0,True,9057
BST-007,PROD-015,10,0,10,5.519090113897948,0.7221843555989418,1,4.0,9.5,False,56,False,66
BST-007,PROD-016,4,1,3,4.330886745200963,0.5411337470326707,1,4.0,8.3,True,48,False,52
BST-007,PROD-017,1893,91,1802,1.3813180295630099,0.3130602253057082,1,904.0,905.4,False,0,True,5204
BST-007,PROD-018,2726,14,2712,2.9334184699691126,0.44696793397299694,1,443.0,445.9,False,0,True,4769
BST-007,PROD-019,1943,442,1501,28.0752800151847,3.886786930009246,1,316.0,344.1,False,0,True,2747
BST-007,PROD-020,40,2,38,35.3185685665219,5.396972053154178,1,15.0,50.3,True,380,False,420
BST-007,PROD-021,2719,298,2421,24.358798407268495,2.889026928800932,1,343.0,367.4,False,0,True,4075
BST-007,PROD-022,1490,446,1044,18.87519434365029,2.5339950671258085,1,125.0,143.9,False,0,True,4758
BST-007,PROD-023,2344,452,1892,16.273068769089413,2.2417864087978545,1,582.0,598.3,False,0,True,3635
BST-007,PROD-024,18,5,13,13.696874069773012,1.9720691768305119,1,6.0,19.7,True,150,False,168
BST-007,PROD-025,19,4,15,8.419729573377156,1.3079877299259552,1,4.0,12.4,False,83,False,102
BST-007,PROD-026,25,2,23,6.905963051741526,0.9998472997177145,1,4.0,10.9,False,59,False,84
BST-007,PROD-027,4692,293,4399,5.645079483436925,0.7726837246433395,1,1937.0,1942.6,False,0,True,9845
BST-007,PROD-028,20,5,15,5.569979765742671,0.7911333953976094,1,4.0,9.6,False,46,False,66
BST-007,PROD-029,15,4,11,4.1146613457298065,0.6167915240288598,1,4.0,8.1,False,37,False,52
BST-007,PROD-030,13,2,11,5.655220832362436,0.7554257947461162,1,4.0,9.7,False,53,False,66
BST-007,PROD-031,10,3,7,1.0139171056958314,0.011696882954429626,1,4.0,5.0,False,11,False,52
BST-007,PROD-032,2047,279,1768,1.0062612331928942,0.010604701645163599,1,603.0,604.0,False,0,True,3366
BST-007,PROD-033,6,4,2,1.0072399075602871,0.010253824880206515,1,4.0,5.0,True,16,False,52
BST-007,PROD-034,13,5,8,1.0057578367709854,0.010259214756580226,1,4.0,5.0,False,10,False,52
BST-007,PROD-035,39,3,36,0.002150146651299789,0.000233653389991041,1,4.0,4.0,False,0,True,52
BST-008,PROD-001,341,105,236,31.612794008452955,6.910050662468734,1,245.0,276.6,True,452,False,3633
BST-008,PROD-002,32,1,31,41.16739616549419,9.354443224008845,1,15.4,56.6,True,220,False,252
BST-008,PROD-003,263,4,259,22.36803216953616,4.912811535646296,1,411.0,433.4,True,465,False,9629
BST-008,PROD-004,5731,340,5391,11.410113658798945,3.235980019102235,1,639.0,650.4,False,0,True,5811
BST-008,PROD-005,27,5,22,14.032822194620904,4.153803988564729,1,7.0,21.0,False,181,False,210
BST-008,PROD-006,7025,300,6725,12.620890469325305,3.2812652322438978,1,983.0,995.6,False,0,True,7079
BST-008,PROD-007,15,4,11,10.816584637771369,2.6630730814468397,1,6.0,16.8,True,146,False,168
BST-008,PROD-008,1210,402,808,9.125042370212121,2.659346494198753,1,222.0,231.1,False,0,True,2894
BST-008,PROD-009,10,5,5,9.98823122952867,3.0071836775088236,1,5.0,15.0,True,140,False,154
BST-008,PROD-010,8381,497,7884,3.4884839958560367,0.9268992016212113,1,1740.0,1743.5,False,0,True,9848
BST-008,PROD-011,792,195,597,4.514299352100705,1.2627343746967243,1,624.0,628.5,True,90,True,2597
BST-008,PROD-012,10,5,5,5.328776260069455,1.4938874257234178,1,4.0,9.3,True,74,False,84
BST-008,PROD-013,22,4,18,5.398198701839696,1.5269987704169175,1,4.0,9.4,False,62,False,84
